id_persona	segment	inici_s	final_s	token_baix	probabilitats_baixes	n_tokens_baixos	text_segment_asr	formes_cobertes	clips_coberts	llindar	estat
pa-024	333	1356.720	1362.320	post | que | el | en	0.4231 | 0.3407 | 0.3232 | 0.1802	4	i va ser una posta que el nostre programa era en programar			p < 0.55	pendent d'audició
pa-024	334	1362.400	1365.160	és | de | iss | l | a	0.0451 | 0.1631 | 0.0876 | 0.3524 | 0.4831	5	és de col·lissió l'aurediana constitucional.			p < 0.55	pendent d'audició
pa-024	335	1365.280	1368.560	I | ha | sig | pun | ún | al	0.4053 | 0.4857 | 0.1576 | 0.5261 | 0.1587 | 0.3269	6	I era el que ha sigut punúnic al programa.			p < 0.55	pendent d'audició
pa-024	336	1368.680	1373.320	in | amb	0.1794 | 0.5298	2	I el país es va aliniar amb aquest canvi.			p < 0.55	pendent d'audició
pa-024	337	1373.440	1376.960	Per | vam | per	0.2130 | 0.2777 | 0.4550	3	Per tant, jo crec que vam guanyar una mica per la dinàmica general,			p < 0.55	pendent d'audició
pa-024	338	1377.080	1378.800	bueno	0.1507	1	a part de què bueno.			p < 0.55	pendent d'audició
pa-024	339	1380.000	1388.680	Hi | molt | coses | que | han | pog | fer	0.0152 | 0.0274 | 0.0925 | 0.3931 | 0.0792 | 0.0360 | 0.2053	7	Hi ha moltes coses que han pogut fer.			p < 0.55	pendent d'audició
pa-024	340	1388.800	1391.800	Sup | vam	0.0581 | 0.4543	2	Suposo que vam ser capaços de capitalitzar			p < 0.55	pendent d'audició
pa-024	341	1391.920	1396.320	blo | s | ha | penal	0.4530 | 0.5221 | 0.3062 | 0.2859	4	quan hi ha un bloquet, sempre hi ha algú que s'ha penalitzat.			p < 0.55	pendent d'audició
pa-024	342	1396.440	1399.160	Aqu | van | ar	0.3128 | 0.2238 | 0.5446	3	Aquest cas van resultar penalitzats			p < 0.55	pendent d'audició
pa-024	343	1399.280	1402.560	als | pod | als | s	0.3381 | 0.1544 | 0.5153 | 0.4321	4	als que podíem sortir als governs.			p < 0.55	pendent d'audició
pa-024	344	1402.680	1407.480	Aqu | cap | ho | prov | press	0.1454 | 0.5362 | 0.3567 | 0.2148 | 0.2754	5	Aquesta penalització va anar cap als que no ho provaven al pressupost,			p < 0.55	pendent d'audició
pa-024	345	1407.480	1412.320	hem | que | ja | dorm | en | post	0.5175 | 0.2361 | 0.2733 | 0.0369 | 0.4178 | 0.3022	6	perquè també hem realitat que ja s'està dormint en una posta			p < 0.55	pendent d'audició
pa-024	346	1412.320	1416.360	g | iner | favor	0.3102 | 0.0893 | 0.2398	3	per un canvi gineracional i per la favor de la Constitució.			p < 0.55	pendent d'audició
pa-024	348	1418.200	1425.120	All | es | em	0.0937 | 0.3012 | 0.3445	3	Allò, quan un equip de futbol es em va fer una mica,			p < 0.55	pendent d'audició
pa-024	349	1425.120	1428.800	em | fort | iu | v | per	0.5450 | 0.5387 | 0.3262 | 0.1277 | 0.4356	5	em fortiu una mica els vincles i la complicitat per quan arribés			p < 0.55	pendent d'audició
pa-024	350	1428.800	1434.200	en | ot | rac | fort | que | es	0.0276 | 0.0233 | 0.4496 | 0.3678 | 0.3504 | 0.2204	6	en lesotracades fortes que es mantingués,			p < 0.55	pendent d'audició
pa-024	351	1434.320	1438.920	o | es | equip	0.5361 | 0.1743 | 0.1813	3	o que es crees una mica de equip i de cooperació i de cohesió.			p < 0.55	pendent d'audició
pa-024	352	1440.000	1445.400	T | amp | em | fem | massa | sí	0.0185 | 0.2278 | 0.3385 | 0.2095 | 0.3206 | 0.2374	6	Tampoc em fem massa, però sí que hi havia una gent apretada			p < 0.55	pendent d'audició
pa-024	353	1445.520	1448.440	de | qued | arem | t | at | ven | assess	0.4947 | 0.4012 | 0.4292 | 0.2325 | 0.3186 | 0.4201 | 0.3398	7	perquè era tot de temps que quedarem per tancat venien els assessors.			p < 0.55	pendent d'audició
pa-024	354	1448.560	1450.840	Tamb | el	0.2821 | 0.0708	2	També és molt important el paper dels assessors.			p < 0.55	pendent d'audició
pa-024	355	1453.120	1457.640	gu | que	0.2163 | 0.4320	2	Perquè tots venien del gulló que ho altre,			p < 0.55	pendent d'audició
pa-024	356	1457.760	1460.640	on | relev	0.2248 | 0.4300	2	però dels llocs on venien també tenien la seva relevància.			p < 0.55	pendent d'audició
pa-024	357	1460.760	1463.560	aquest | tro	0.4446 | 0.4697	2	Però aquestes trobades també hi havia els assessors.			p < 0.55	pendent d'audició
pa-024	358	1463.680	1468.800	a | ia | est | rict | all | d | a	0.4913 | 0.4182 | 0.3781 | 0.3672 | 0.2990 | 0.2406 | 0.4212	7	I a feia feina estricta allò d'aquest article			p < 0.55	pendent d'audició
pa-024	359	1468.920	1473.120	que | ens | qued | al | t | red | o | invent | de | q	0.1150 | 0.4617 | 0.4662 | 0.3887 | 0.3087 | 0.2072 | 0.3274 | 0.2807 | 0.5469 | 0.4147	10	que ens ha quedat pendent al que t'ha redactat o inventari de qüestions pendents,			p < 0.55	pendent d'audició
pa-024	360	1473.200	1476.160	com | pot | havia	0.4830 | 0.1518 | 0.5210	3	i, com que era tot un dia, potser havia temps per treballar-ho,			p < 0.55	pendent d'audició
pa-024	361	1476.240	1480.320	i | és | gr | tem	0.3842 | 0.3135 | 0.3062 | 0.2935	4	però també dinar, i això és comentar-me en els grans temes,			p < 0.55	pendent d'audició
pa-024	362	1480.400	1486.080	en | gr | nos | i | en	0.3961 | 0.3758 | 0.3176 | 0.4158 | 0.3955	5	en els grans nosos polítics, i esteixi en complicitats.			p < 0.55	pendent d'audició
pa-024	363	1486.160	1490.360	d | el | compl | is | dels	0.3324 | 0.3845 | 0.2136 | 0.2900 | 0.2664	5	Sempre dins el complis que es pot ser dels companys polítics,			p < 0.55	pendent d'audició
pa-024	364	1490.440	1495.880	amb | o | no	0.1832 | 0.4520 | 0.5136	3	amb la política, la complicitat sempre té algun matí o altre, no?			p < 0.55	pendent d'audició
pa-024	365	1495.960	1499.960	to | havia | l	0.1139 | 0.0370 | 0.5100	3	i al final, clar, tothom havia de fer compatible la lògica de dos grups.			p < 0.55	pendent d'audició
pa-024	366	1500.000	1501.600	De | no | de	0.1455 | 0.2399 | 0.3889	3	De més no, però de dos bàsics.			p < 0.55	pendent d'audició
pa-024	367	1501.680	1503.320	par | r	0.2891 | 0.2930	2	Un era el grup de la parròquia,			p < 0.55	pendent d'audició
pa-024	368	1503.400	1505.640	de | est | aves | esc	0.4708 | 0.1931 | 0.4418 | 0.3469	4	de la qual estaves escrit,			p < 0.55	pendent d'audició
pa-024	369	1505.720	1507.720	cada | amb | c | es | ats	0.4410 | 0.3059 | 0.2202 | 0.5053 | 0.3287	5	cada una amb les ces particularitats,			p < 0.55	pendent d'audició
pa-024	370	1507.800	1509.800	és | el | Com	0.4977 | 0.4423 | 0.1861	3	és el grup de la Comissió Constituent.			p < 0.55	pendent d'audició
pa-024	371	1509.880	1514.880	la | l | una | i | no	0.5233 | 0.5403 | 0.5390 | 0.1443 | 0.4375	5	I clar, de vegades, la lògica de l'una i l'altre no era la mateixa,			p < 0.55	pendent d'audició
pa-024	372	1514.960	1520.040	són | ies | que | pe | en | aquest | ad | o | tom	0.3982 | 0.3558 | 0.3909 | 0.0181 | 0.4594 | 0.1445 | 0.2210 | 0.3763 | 0.2946	9	i aquí són avies de saber que peixen aquest adic o tomia.			p < 0.55	pendent d'audició
pa-024	373	1520.120	1521.920	legisl	0.2223	1	La primera legislatura,			p < 0.55	pendent d'audició
pa-024	374	1524.000	1526.480	d | Es | i	0.4414 | 0.4491 | 0.1108	3	els d'Andorra i Escalde i Lòscar,			p < 0.55	pendent d'audició
pa-024	375	1526.560	1531.120	que | s | han | de | pos	0.1478 | 0.0324 | 0.1172 | 0.1655 | 0.2893	5	que s'han de posar la seva agenda constitucionalista.			p < 0.55	pendent d'audició
pa-024	376	1532.240	1534.120	conc | il | sí | ap	0.3237 | 0.2178 | 0.2557 | 0.4217	4	I tot el concil sí apunté,			p < 0.55	pendent d'audició
pa-024	377	1534.200	1537.120	end | rer | esc | ald | es	0.4200 | 0.1795 | 0.4460 | 0.4453 | 0.5201	5	però no tan convençuts com els d'endorrer escaldes i los que.			p < 0.55	pendent d'audició
pa-024	378	1537.200	1539.440	aquesta	0.4978	1	Llavors, jo crec que amb aquesta primera fase,			p < 0.55	pendent d'audició
pa-024	380	1543.760	1546.080	per | conse | l | hi	0.4052 | 0.3649 | 0.1905 | 0.5144	4	No per què el consell l'hi deixi,			p < 0.55	pendent d'audició
pa-024	382	1548.680	1552.160	a | ja | bert | a | mi | o | govern	0.3288 | 0.5481 | 0.0556 | 0.2949 | 0.2579 | 0.5201 | 0.5410	7	Llavors, clar, a nivell ja ho habert a mi o a govern també,	a nivell	clips/pa-024__a-nivell__1547.93.wav	p < 0.55	pendent d'audició
pa-024	383	1552.240	1557.840	i | que | els | fan | o | par | is	0.0639 | 0.0335 | 0.0510 | 0.0196 | 0.3503 | 0.2826 | 0.5002	7	i que els contactes internacionals fan o paris,	a nivell	clips/pa-024__a-nivell__1547.93.wav	p < 0.55	pendent d'audició
pa-024	384	1557.960	1560.000	i | cap | a	0.2970 | 0.3430 | 0.0600	3	i això van molt lligats capaços.			p < 0.55	pendent d'audició
pa-024	385	1560.000	1562.840	que | va | acabar | la | que | em | record | organ | ó	0.0736 | 0.1407 | 0.0273 | 0.3104 | 0.0287 | 0.2018 | 0.2383 | 0.5235 | 0.2249	9	que va acabar favorit la que em recordo organitzó			p < 0.55	pendent d'audició
pa-024	386	1562.960	1565.680	una | iu | a | Const	0.5150 | 0.4725 | 0.3174 | 0.5304	4	una universitat distiu a l'entorn de la Constitució.			p < 0.55	pendent d'audició
pa-024	388	1567.440	1568.800	a | aqu | ests | cap	0.2971 | 0.3739 | 0.4495 | 0.4202	4	a aquests governs cap a la Constitució.			p < 0.55	pendent d'audició
pa-024	389	1568.920	1571.920	al | Con | en | re | all	0.5383 | 0.3610 | 0.5392 | 0.1224 | 0.3792	5	Però, al Consell, en tot moment, ens té a reallar, eh?			p < 0.55	pendent d'audició
pa-024	390	1572.040	1576.160	amb | sind	0.2671 | 0.2280	2	I, després amb el sindic faràs va ser exactament el mateix.			p < 0.55	pendent d'audició
pa-024	391	1576.280	1578.760	Perquè | va | l | Ò	0.2710 | 0.1227 | 0.2766 | 0.4057	4	Perquè va ser que l'Òscar va continuar jugant...			p < 0.55	pendent d'audició
pa-024	392	1578.880	1581.240	Bueno | des | de | sa | op | os	0.1622 | 0.2688 | 0.2765 | 0.1455 | 0.4714 | 0.3870	6	Bueno, des de sa oposició,			p < 0.55	pendent d'audició
pa-024	393	1581.360	1586.160	donc | un | l | ar | amb | co	0.1359 | 0.4814 | 0.3453 | 0.2711 | 0.3050 | 0.4634	6	doncs, un paper, sobretot amb l'arrelació amb els cobrins,			p < 0.55	pendent d'audició
pa-024	394	1586.280	1588.920	és | bueno	0.2389 | 0.4252	2	és un paper, bueno, no determinant,			p < 0.55	pendent d'audició
pa-024	395	1589.040	1592.680	Però | un	0.0635 | 0.3729	2	Però un paper important.			p < 0.55	pendent d'audició
pa-024	396	1592.800	1595.160	Des | ha | ur | de | també	0.4620 | 0.2763 | 0.4158 | 0.5023 | 0.5331	5	Després haurí de valorar també el model de constitució			p < 0.55	pendent d'audició
pa-024	397	1595.280	1596.880	a | los | car	0.5258 | 0.4006 | 0.4164	3	que tenia a los carribes al cap.			p < 0.55	pendent d'audició
pa-024	399	1599.440	1601.360	Ten | er	0.4850 | 0.0609	2	Tenim voler una constitució més curta,			p < 0.55	pendent d'audició
pa-024	401	1603.360	1605.360	l	0.3944	1	voler la separació de poder, l'estat de drets,			p < 0.55	pendent d'audició
pa-024	402	1605.480	1610.080	l | ave | ve | gen	0.2835 | 0.4801 | 0.3974 | 0.4908	4	però amb el dret fonamental l'inaveveu una remissió genèrica,			p < 0.55	pendent d'audició
pa-024	403	1610.200	1612.320	no | és | dir	0.4708 | 0.5422 | 0.2800	3	els mateixos, no un català, és dir, també.			p < 0.55	pendent d'audició
pa-024	404	1612.440	1614.320	I | v | ing	0.5349 | 0.3892 | 0.2473	3	I he vingut altres qüestions, no?			p < 0.55	pendent d'audició
pa-024	405	1614.440	1619.200	jug | a	0.4108 | 0.5160	2	Però és cert que el govern juga un paper...			p < 0.55	pendent d'audició
pa-024	406	1620.000	1626.480	de | les | ele	0.0172 | 0.0969 | 0.0967	3	de les eleccions.			p < 0.55	pendent d'audició
pa-024	407	1626.600	1628.720	El | conse | dav	0.2403 | 0.2128 | 0.1384	3	El consell davant de la Constitució			p < 0.55	pendent d'audició
pa-024	408	1628.840	1630.920	p | ese | end | r	0.4931 | 0.4940 | 0.2956 | 0.2199	4	pese molt dins la política endorrana.			p < 0.55	pendent d'audició
pa-024	409	1631.040	1634.960	Aqu | est | no | és | dav	0.4507 | 0.5256 | 0.0882 | 0.5253 | 0.2616	5	Aquest consell no és un consell davant de la Constitució.			p < 0.55	pendent d'audició
pa-024	410	1635.080	1638.320	Per | molt | org	0.2373 | 0.3767 | 0.1748	3	Per tant, té molt aquest orgull de...			p < 0.55	pendent d'audició
pa-024	411	1638.440	1643.320	Aqu | tema	0.2318 | 0.3158	2	Aquesta prerrogativa real de tema de producció de lleis			p < 0.55	pendent d'audició
pa-024	412	1643.440	1648.040	amb | rel	0.5152 | 0.3506	2	està molt endavant amb relació al govern.			p < 0.55	pendent d'audició
pa-024	414	1651.160	1654.880	los | ri | a | de | mest | n	0.4458 | 0.4268 | 0.2701 | 0.4867 | 0.3886 | 0.5037	6	los carrivers fa a la jugada de mestres de les nacions unides.			p < 0.55	pendent d'audició
pa-024	415	1654.960	1659.240	el | é | de | l | alt | re	0.5123 | 0.4877 | 0.5070 | 0.4088 | 0.1218 | 0.4031	6	I això el recitué amb un paper cap de l'altre del procés.			p < 0.55	pendent d'audició
pa-024	416	1659.320	1662.200	a | de | a	0.4437 | 0.1043 | 0.4521	3	I a més, aquest de fet, a més,			p < 0.55	pendent d'audició
pa-024	417	1662.280	1665.160	és | més | tr | de	0.3677 | 0.5030 | 0.1893 | 0.2727	4	també és a més tricteria de separació de poder.			p < 0.55	pendent d'audició
pa-024	418	1665.240	1668.120	El | gor | es | pon | constit | i	0.3698 | 0.2621 | 0.2428 | 0.5264 | 0.2790 | 0.4349	6	El Parlament Lígor es ponia a fer la constitució i tenia el protagonisme			p < 0.55	pendent d'audició
pa-024	419	1668.200	1671.200	en | del	0.1598 | 0.3806	2	en la constitució i en fer la campanya del referèndum.			p < 0.55	pendent d'audició
pa-024	421	1674.040	1676.440	po | rar | b	0.2854 | 0.2984 | 0.3805	3	al poble endorrar que la bote.			p < 0.55	pendent d'audició
pa-024	423	1680.000	1684.880	molt | ilos | de | n | acions	0.0995 | 0.4186 | 0.3226 | 0.2494 | 0.5274	5	molt sigilosament fa la demanda d'incorporació de nacions unides.			p < 0.55	pendent d'audició
pa-024	424	1684.960	1685.840	a | i | p	0.3444 | 0.0841 | 0.4772	3	És a i-pum.			p < 0.55	pendent d'audició
pa-024	425	1685.920	1688.960	A | conse | és | Com	0.4923 | 0.0395 | 0.4374 | 0.3152	4	A conseqüència mediata és formar part de la Comunitat Internacional,			p < 0.55	pendent d'audició
pa-024	426	1689.040	1690.400	pel	0.5284	1	tanto enorme pel govern.			p < 0.55	pendent d'audició
pa-024	427	1690.480	1693.520	he | de | mal	0.1236 | 0.1725 | 0.3247	3	És a dir, aquí he recuperat de les males estones,			p < 0.55	pendent d'audició
pa-024	428	1693.600	1696.200	Con | se	0.3877 | 0.3672	2	que, des del Consell, se li van fer passar,			p < 0.55	pendent d'audició
pa-024	429	1696.280	1700.000	tenir	0.3484	1	o li van fer passar el govern tenir-lo una mica allunyat.			p < 0.55	pendent d'audició
pa-024	430	1700.080	1702.560	crec | va	0.2426 | 0.5480	2	Però bueno, jo crec que va ser una divisió del treball			p < 0.55	pendent d'audició
pa-024	431	1702.640	1705.840	ho | ha	0.2194 | 0.4125	2	que es va demostrar al final, però ho ha encertat.			p < 0.55	pendent d'audició
pa-024	432	1705.920	1708.640	Home | els | és | ra	0.3814 | 0.3419 | 0.0755 | 0.3077	4	Home, els carribes és un polític de raça			p < 0.55	pendent d'audició
pa-024	433	1708.720	1715.320	I | li | p | ava | que | era | fle | de	0.3209 | 0.1575 | 0.1757 | 0.1767 | 0.4834 | 0.2329 | 0.0703 | 0.2385	8	I li emprenyava que era un polític flemàtic i de molt autocontrol.			p < 0.55	pendent d'audició
pa-024	434	1715.400	1724.680	s | h | contr | i	0.4619 | 0.3614 | 0.2915 | 0.4363	4	I s'havia expressat aquest contrariatat de manera molt legant i molt matisada.			p < 0.55	pendent d'audició
pa-024	435	1724.760	1732.560	jo | es | com | que | cav	0.2852 | 0.3253 | 0.3342 | 0.1557 | 0.5219	5	Però jo entenc que es va comportar com que era com un cavallet,			p < 0.55	pendent d'audició
pa-024	436	1732.640	1736.480	jug | ava | r | és | j	0.4701 | 0.2693 | 0.2668 | 0.1839 | 0.5107	5	com un senyor que jugava molt bé la recrés del joc de la política.			p < 0.55	pendent d'audició
pa-024	437	1736.560	1739.840	però | és | alt | minist	0.0974 | 0.1662 | 0.1995 | 0.3193	4	però sí, és altres ministres que...			p < 0.55	pendent d'audició
pa-024	438	1740.000	1746.200	no | brit | ien | de | l | Ò	0.3415 | 0.2588 | 0.4500 | 0.2837 | 0.5001 | 0.1934	6	no tenien aquest punt de condensió britànic que tenien de l'Òscar,			p < 0.55	pendent d'audició
pa-024	439	1746.280	1748.360	però | després | saben | més | l | Ò | hum | à	0.4475 | 0.1386 | 0.0493 | 0.5036 | 0.2524 | 0.2031 | 0.0662 | 0.3874	8	però després saben més de l'Òscar humà.			p < 0.55	pendent d'audició
pa-024	440	1748.440	1750.440	Est	0.3952	1	Està reunida a la Constituent.			p < 0.55	pendent d'audició
pa-024	441	1752.040	1755.080	iet | t | C | orte	0.1260 | 0.4888 | 0.3687 | 0.3792	4	Sabiet, tancat, la Corte, amb una tripartida,			p < 0.55	pendent d'audició
pa-024	442	1755.160	1758.280	s | avia | al | elector | mixed | prepar | it	0.1691 | 0.5131 | 0.3313 | 0.1545 | 0.1375 | 0.2550 | 0.4777	7	i s'havia dibuixat al sistema electoral mixed preparitari			p < 0.55	pendent d'audició
pa-024	443	1758.360	1760.360	dels | articles	0.2058 | 0.3021	2	dels articles 50-52.			p < 0.55	pendent d'audició
pa-024	444	1761.440	1763.560	no	0.2007	1	La Constituent no em sembla que vam dinar junts,			p < 0.55	pendent d'audició
pa-024	445	1763.640	1765.880	o | està | vem | em | an | ava | el	0.1583 | 0.5170 | 0.3686 | 0.2865 | 0.4150 | 0.3619 | 0.0639	7	o estàvem tancant això, em demanava el consell,			p < 0.55	pendent d'audició
pa-024	446	1765.960	1769.120	i	0.2076	1	i s'organitzé un dinar			p < 0.55	pendent d'audició
pa-024	447	1769.200	1772.640	al | r | no	0.1151 | 0.1971 | 0.4367	3	al rullant, no hi era, ningú de la constituent.			p < 0.55	pendent d'audició
pa-024	448	1773.520	1778.280	a | gent | tot | per | ro	0.5375 | 0.4013 | 0.4845 | 0.4140 | 0.5371	5	I a dir, gent del consell no sé si de totes les perroquies.			p < 0.55	pendent d'audició
pa-024	449	1778.880	1780.720	d | a | l | esc	0.4361 | 0.4358 | 0.0652 | 0.3676	4	Jo crec que d'endor a l'escaldès, no.			p < 0.55	pendent d'audició
pa-024	450	1782.040	1784.880	de	0.4094	1	Va, de les altres sí.			p < 0.55	pendent d'audició
pa-024	451	1785.720	1789.680	a | S | gue | sobre	0.5293 | 0.3648 | 0.4727 | 0.4198	4	I a Sallargue, la sobretaula,			p < 0.55	pendent d'audició
pa-024	452	1790.280	1797.720	es | oque | ller	0.1969 | 0.4081 | 0.3153	3	i es convoque una reunió de tots els conselleres,			p < 0.55	pendent d'audició
pa-024	453	1797.880	1800.040	Aquí | és | hi | aquí | molt | de | continu | ació	0.3838 | 0.5108 | 0.3654 | 0.5395 | 0.0768 | 0.2846 | 0.3443 | 0.3130	8	Aquí sí que és que hi volia, aquí sí que era molt de la continuació.			p < 0.55	pendent d'audició
pa-024	454	1800.000	1803.760	que | no | vam | com | a | alguns	0.2409 | 0.4527 | 0.4573 | 0.2714 | 0.5038 | 0.2764	6	que no hi vam ser tots, però com a mínim alguns sí,			p < 0.55	pendent d'audició
pa-024	455	1803.840	1805.640	t | ers | tot	0.3164 | 0.1582 | 0.5375	3	ters i tot,			p < 0.55	pendent d'audició
pa-024	456	1805.720	1808.680	es | oc | eh | sí	0.5219 | 0.4869 | 0.2852 | 0.3397	4	i no es convoc, eh, els síndics.			p < 0.55	pendent d'audició
pa-024	458	1817.640	1821.320	per | dic | par | lo | qu | ia | seva	0.1747 | 0.4133 | 0.5337 | 0.3797 | 0.5201 | 0.3468 | 0.2896	7	per això dic que cada parloquia tenia la seva lògica,			p < 0.55	pendent d'audició
pa-024	459	1821.400	1827.240	la | modern | el	0.3728 | 0.1958 | 0.4269	3	la convocatòria, aquesta, la va modernar el Joan Pujal,			p < 0.55	pendent d'audició
pa-024	460	1827.320	1829.320	que | sé	0.3281 | 0.3251	2	que és el que sé aquí.			p < 0.55	pendent d'audició
pa-024	461	1835.120	1837.120	I | els | ind	0.2658 | 0.2613 | 0.2208	3	I els indics no van venir.			p < 0.55	pendent d'audició
