ordre	id_persona	forma	clip	small	base	greedy	categoria	text_small	text_base	text_greedy
269	pa-038	bueno	clips/pa-038__bueno__874.61.wav	sí	sí	sí	A-tres-models	"""Bueno, vale, ¿no?"""	Tima per rogue, bueno, vale, no?	"""Bueno, vale""."
270	pa-039	bueno	clips/pa-039__bueno__530.89.wav	no	sí	no	C-un-model	Aquesta gent va reaccionar de la mateixa manera que els altres.	amb jo bastant, bueno, aquesta gent m'ha reaccionat  a la mateixa manera que els altres, per tant...	i que no es poden fer res.
271	pa-041	bueno	clips/pa-041__bueno__165.25.wav	sí	no	no	C-un-model	i que, bueno, que tingués més en compte les peculiaritats endurranes.	I quan tenies més en compte les peculiaritats endorranes econòmiques,	i que tingués més en compte les peculiaritats endurranes.
272	pa-043	bueno	clips/pa-043__bueno__0.00.wav	sí	sí	no	B-dos-models	Bueno, el 15 més 15 és una idea que venia de nada.	Bueno, el 15 mes 15 era idea que he venido nada.	El 15 més 15 és una idea que venia de nada.
273	pa-045	bueno	clips/pa-045__bueno__261.05.wav	no	sí	no	C-un-model	Bé, sí, és evident, és un bon...	Fins i tot.  Bueno, sí.  És evident. No, és un bon...	i que no hi hagi una altra gent que no hi hagi un altre.  I el que és evident és que és una altra gent que no hi hagi un altre.
274	pa-046	bueno	clips/pa-046__bueno__128.01.wav	no	no	no	D-cap-model	No és el que ha de fer, sinó el que s'ha de fer.	La veritat és que no s'ha de viure.	i que no es pot fer res.
275	pa-048	bueno	clips/pa-048__bueno__227.17.wav	no	no	sí	C-un-model	Bé, però, juntant l'aigua, la pedra, la pedra feta pedra.	Però no, però una l'aigua a la pedra.  La pedra ha fet de pedra, de cada mes.	i ens deixem nosaltres.  Bueno, però, juntant l'aigua, la pedra.  La pedra ha fet pedra, a verga, de mi és...
276	pa-049	bueno	clips/pa-049__bueno__269.05.wav	sí	no	sí	B-dos-models	A vosaltres hi havia de més feia de... de més...  Sí, de més de descompte.  Bueno, de més de descompte...	El vostre aviat de més filla de més de d'escola.  De més de d'escola.	-Aquí, a mi. -A vostra via de més feia de...  -De més... -De més de més de més de més de més de més.  Bueno, de més de més de...
277	pa-051	bueno	clips/pa-051__bueno__41.97.wav	no	no	sí	C-un-model	sempre l'estiu, l'Ibantes, fins que van moure el camp i que ja tenien...	Sempre les tils, quan hi vantes, fins que van moure el camp i que ja teníem...	Sempre l'estiu, bueno, hi ha bantes fins que van moure el camp i que ja tenien...
278	pa-052	bueno	clips/pa-052__bueno__41.97.wav	sí	no	sí	B-dos-models	(riu)  I, bueno, tinc certs germans.	i heu erro de dins de germans.	I, bueno, tinc certs germans.
279	pa-054	bueno	clips/pa-054__bueno__51.69.wav	sí	sí	sí	A-tres-models	I, bueno, era la primera fase.	I, bueno, és el primer fàjum i l'àmbit.	i, bueno, és el primer pas.
280	pa-055	bueno	clips/pa-055__bueno__194.93.wav	no	sí	sí	B-dos-models	i bé, ben proposat, ben guanyat les eleccions del 89.	I bueno, ben proposa, ben poñales eleccions o buitant o nou.	i, bueno, ben proposat ben guanyar les eleccions del 89.
281	pa-056	bueno	clips/pa-056__bueno__458.97.wav	no	sí	no	C-un-model	No seré jo qui l'ha canviat.	Però bueno, no seré jo aquí va canvi, no? Moltes coses.	No seré jo qui la canviï.
282	pa-057	bueno	clips/pa-057__bueno__1128.89.wav	no	no	no	D-cap-model	de tot el que ens escondem a la foto del Consell d'aquell moment.	o a tots els hidrasconten a la foto del consell d'aquí el moment.	i que la gent que no té cap problema,  que no té cap problema,  que no té cap problema,
283	pa-058	bueno	clips/pa-058__bueno__23.17.wav	no	no	no	D-cap-model	I es busca allà a fer sis propostes, es posen...	d'institució i a Bontes busquem a fer sis propostes,	i, a bompes, busquem allà a fer sis propostes, es posen...
284	pa-059	bueno	clips/pa-059__bueno__166.17.wav	sí	no	no	C-un-model	Bueno, tothom ens deia que n'allem cap a una proporcional nacional.	Tothom ens deia que naïm cap a una proporcional nacional,	Bé, tot el que ens deia que anàvem cap a una proporció nacional,
285	pa-060	bueno	clips/pa-060__bueno__150.05.wav	no	no	no	D-cap-model	i que continuà, de bones vegades es va disoldre.  Vam canviar, vam...	I no ho sé, no ho sé, no ho sé.	i no va, i no va, i no va, i no va, i no va, i no va, i no va,  i no va, i no va, i no va, i no va, i no va, i no va,
286	pa-061	bueno	clips/pa-061__bueno__171.05.wav	sí	no	sí	B-dos-models	Bueno, te n'has d'anar. Bueno, va.  Amb una cantina...	-No, no, no, no, no.  -Amb una cançó.	Bueno, t'hi anem. Bueno, va.  Amor, una cantina.
287	pa-062	bueno	clips/pa-062__bueno__297.17.wav	sí	sí	no	B-dos-models	"Diuen que és...  Bueno, hi ha una frase que diu ""El pot petit i la bona comfitada""."	Diuen que és...  Bueno, ja una frase que diu el pot petit i a la bona confinada.	i que no es pot fer res.
288	pa-063	bueno	clips/pa-063__bueno__801.17.wav	no	no	no	D-cap-model	i es veu que no es veu.  I després es veu el tema.	i després buscar els temps, també, perquè els temes...	i que no hi hagi una altra.
289	pa-065	bueno	clips/pa-065__bueno__1389.05.wav	sí	no	sí	B-dos-models	És així, eh?  Bueno, diuen que els cansats fan de feina.	Sí, sí.  No ho diuen, diuen que els cançats fan de feina.  No ho diuen.	És així, eh?  Bueno, diuen que els cansats fan de feina.
290	pa-066	bueno	clips/pa-066__bueno__357.23.wav	sí	sí	sí	A-tres-models	de la perifèria, i, bueno, jo recordo que he passat...	periferia i, bueno, jo recordo de passat, si no.	i, bueno, jo recordo que he passat...
291	pa-001	clar	clips/pa-001__clar__129.77.wav	no	no	sí	C-un-model	no és el mateix estar sobre l'empara de dos coprínciers	No es vol dir que no haurà d'explicar el sistema de l'empar de dos culprències.	perquè, clar, no es veu mateix estar sobre la impara de dos cobrínxers
292	pa-002	clar	clips/pa-002__clar__186.25.wav	sí	no	no	C-un-model	i que, clar, la diferència de dalt et potser serà ple.	de llarga i que farò diferència de la tuts i de la pel·l.	i que és una diferència de totes les gràpies.
293	pa-003	clar	clips/pa-003__clar__451.89.wav	sí	no	sí	B-dos-models	Sí, perquè és clar, aviam, l'educació són persones.	d'aquesta manera, i amb l'educació, amb persones.	Sí, perquè és clar, aviam l'educació són persones.
294	pa-005	clar	clips/pa-005__clar__155.93.wav	no	sí	no	C-un-model	per dir-ho a la gent que ho va dir a l'Àfrica.	La gent que estava clar no podia realitzar.	i que no hi hagi una altra.
295	pa-006	clar	clips/pa-006__clar__379.25.wav	sí	no	sí	B-dos-models	Puc estar aigua, si hi hagués molta aigua, molt poca aigua, perquè, clar, aquí...	si hi haguessin multaigua i molt poc aigua, per què clau.	i que no hi hagi poc d'aigua, si hi hagués molt poc d'aigua, molt poc d'aigua, perquè, clar, aquí no és el lloc.
296	pa-007	clar	clips/pa-007__clar__344.25.wav	sí	sí	sí	A-tres-models	és clar que els polítics, pel nombre de carrers dedicats,	Està clar que els polítics, pel nombre de carrers dedicats,	és clar que els polítics pel nombre de carrers dedicats no ha estat...
297	pa-008	clar	clips/pa-008__clar__841.25.wav	sí	sí	sí	A-tres-models	Clar, hem de pensar que els fallares que 87 van començar a tornar a cremar l'espai públic	Esclar, hem de pensar que els fallaïres que 87 van començar a tornar a cremar l'espai públic.	Clar, hem de pensar que els fallares que 87 van començar a tornar a cremar l'espai públic...
298	pa-009	clar	clips/pa-009__clar__99.25.wav	sí	sí	no	B-dos-models	els habitants del poble, i de pobles veïns, és clar, que hi havia el mestre campaner al poble.	dels habitants del poble i de pobles vens, és clar, que hi havia el mestre campaneu al poble.	que hi havia el mestre campaner al poble.
299	pa-010	clar	clips/pa-010__clar__334.85.wav	sí	sí	sí	A-tres-models	que ho són tant. Us acusaré un parell d'exemplos i ho veureu més clar.	que ho són tan. Us arcojaré un parell d'exemplos i ho veureu més clar.	que ho són tant. Us acusaré un parell d'exemplos i ho veureu més clar.
300	pa-014	clar	clips/pa-014__clar__978.45.wav	sí	no	sí	B-dos-models	també ho puguem dir-ho, perquè és clar, tot el que ens ha passat no ho sabem segur.	m'he pogut mentir, perquè estan tot el que ens ha passat no ho sé d'emsoco.	i també ho puguem dir-ho, perquè és clar,  tot el que ens ha passat no ho sabem segur.
301	pa-016	clar	clips/pa-016__clar__175.69.wav	sí	sí	sí	A-tres-models	Tenim un objectiu molt clar i l'hem de solit.	I hem de tenir un objectiu molt clar i hem d'assolir.  Al fet de que...	Tenim un objectiu molt clar i l'hem de solit.
302	pa-017	clar	clips/pa-017__clar__34.45.wav	sí	sí	sí	A-tres-models	No és el fet de ser els primers o no els primers.  Nosaltres teníem clar que havíem de fer el pas.	Nosaltres teníem clar que havíem de fer el pas,	No és el fet de ser els primers o no els primers.  Nosaltres teníem clar que havíem de fer el pas.
303	pa-018	clar	clips/pa-018__clar__112.73.wav	no	no	no	D-cap-model	i això és el que ha de fer per a aquests permanents.	La que passava era que els delegats permanents	i que es poden fer unes coses.
304	pa-019	clar	clips/pa-019__clar__415.25.wav	sí	no	sí	B-dos-models	el país. I, clar, trasladals i que la constitució no seria	que la Constitució seria un mirat amb el tema de la Constitució.	i, clar, trasladals i que la Constitució no seria un miracle.
305	pa-020	clar	clips/pa-020__clar__89.81.wav	sí	sí	no	B-dos-models	I quan vam entrar, el que sí que teníem,  clar que s'havia de fer la corte.	I com va m'entrar?  És que sí que teníem clar que s'havia de fer la curta.	i que no hi hagi cap problema.
306	pa-021	clar	clips/pa-021__clar__125.89.wav	no	sí	no	C-un-model	i això els quins vam entrar.	Tornem amb pes i, clar, això els quins vam entrar.	i que no hi hagi una altra.
307	pa-022	clar	clips/pa-022__clar__107.73.wav	sí	sí	sí	A-tres-models	l'objectiu tenia molt clar que s'hi jugava molt.	L'objectiu tenia molt clar que t'he jugat molt.  Perquè si no se'n volia.	que el seu objectiu tenia molt clar que es jugava molt.
308	pa-024	clar	clips/pa-024__clar__648.09.wav	sí	sí	sí	A-tres-models	per tant, teníem clar al cap l'idea d'una constitució i la volia, sincerament.	Per tant, teníem clar el cap la idea de una constitució i la volia sincerament.	per tant, teníem clar al cap la idea d'una constitució  i la volia, sincerament.
309	pa-025	clar	clips/pa-025__clar__116.09.wav	sí	sí	no	B-dos-models	i la política, però, clar, és que el govern també...	Però clar, és que el govern està més feliç.	i que el govern també ha de ser un partit.
310	pa-026	clar	clips/pa-026__clar__6.33.wav	no	sí	no	C-un-model	i no el comú, amb quatre anys.	No ho comum, però és clar, amb 4 anys.	i no el comú, amb quatre anys.
311	pa-027	clar	clips/pa-027__clar__35.13.wav	sí	no	sí	B-dos-models	I bé, clar, jo per tot em va ser un cop,	I jo crec que va ser un cop, però jo crec que va ser un cop.	i, bueno, clar, per tu, va ser un cop,
312	pa-028	clar	clips/pa-028__clar__290.33.wav	sí	sí	no	B-dos-models	com veia perquè ell, clar, l'edat que té nieve i tanta època.	com ho veia, perquè el clar ho ha anat que t'inievo i tan de picot.	i el que em va dir és que no em va dir que era un malalt.
313	pa-029	clar	clips/pa-029__clar__358.61.wav	no	sí	no	C-un-model	en aquell moment hi va haver un compromís, el 100%.	Clar que el moment hi va haver un compromís de 100%.	En aquell moment hi va haver un compromís, 100%.
314	pa-030	clar	clips/pa-030__clar__61.89.wav	no	sí	no	C-un-model	que no tenia res a veure amb ell.	I jo tenia molt clar que s'havia de canviar la manera de fer-ho.	i que no podíem fer el que havia de fer.
315	pa-031	clar	clips/pa-031__clar__154.57.wav	sí	no	sí	B-dos-models	No sé si els copríncepts, tampoc, no siguin clar,  veure el que sigui, el que podíem fer, no podíem arribar.	que el Príncep s'han pagut un clave del que sigui el que podi un feno,  podi un m'arribar.	i els coprínceptes tampoc no siguin clar  a veure el que sí, el que podíem fer, no podíem arribar.
316	pa-032	clar	clips/pa-032__clar__155.33.wav	sí	no	no	C-un-model	Això és d'edat, i clar, això ja li teníem posat al cap.	i això hagi de tenir-ho amb posar-ho cap.  Això hauria de tenir-ho amb posar-ho cap.  Això hauria de tenir-ho amb posar-ho cap.	i això ja li teniu posat al cap.
317	pa-033	clar	clips/pa-033__clar__54.49.wav	sí	no	sí	B-dos-models	Si veiem interès per què, clar,	d'aquí a l'escola que va fer a l'escola que va fer a l'escola.	i que es vegi un interès per què el clar
318	pa-034	clar	clips/pa-034__clar__55.05.wav	no	no	no	D-cap-model	i el que va passar a l'estat espanyol.	i quan vaig arribar aquí a la sala d'espassos per dur,  està bé avui.	i que no hi hagi una altra.
319	pa-035	clar	clips/pa-035__clar__223.61.wav	no	no	no	D-cap-model	No podia sortir res de important, de banda de 6 constitucions.	S'ha dit que no podia sortir res de ben d'important davant de 6 constitucions.	No podia sortir res de important de banda de les 6 constitucions.
320	pa-036	clar	clips/pa-036__clar__136.45.wav	sí	sí	no	B-dos-models	fos una mena d'eleccions ja amb un objectiu més clar que anar més enllà de les reformes que s'està fent,	Fos una mena de eleccions, ja amb un objectiu més clar,  que en el més enllà de les reformes que s'està fent,  si no hi ha d'anar d'aquestes.	que s'està fent.
321	pa-037	clar	clips/pa-037__clar__186.29.wav	sí	no	sí	B-dos-models	Després, clar, quan va arribar cap al final de tot, ens van informar més.  Perquè a final havíem de votar que sí, sinó...	Després quan va arribar cap al final de tot ens van informar més,  perquè al final havíem de votar així, si no.	Després, clar, quan va arribar cap al final de tot, ens van informar més,  perquè a final havíem de votar que sí, sinó...
322	pa-038	clar	clips/pa-038__clar__96.41.wav	sí	sí	no	B-dos-models	però la meva motivació, us ho dic clar, va ser...	Però la meva motivació, no t'ho dic clar, va ser...	però la meva motivació va ser...
323	pa-039	clar	clips/pa-039__clar__45.29.wav	no	no	no	D-cap-model	i el que hem de fer és anar a l'estiu de la qüestió.	de les xarxes i de les xarxes i de les xarxes i de les xarxes.	i que hi hagi una altra gent que no hi hagi algunes persones.
324	pa-041	clar	clips/pa-041__clar__0.00.wav	sí	sí	sí	A-tres-models	Al principi es va començar amb 38 alumnes i clar amb els 5 o 6 anys que jo vaig col·laborar amb l'escola endurrana va anar a créixer.	A principis va començar amb 38 alumnes.  I, clar, amb els 5 o 6 anys que jo vaig col·laborar amb l'escala Endorana,  va anar a créixer.	El seu principi es va començar amb 38 alumnes  i clar, amb els 5 o 6 anys que jo vaig col·laborar amb l'escola Andorran,  va anar a créixer.
325	pa-042	clar	clips/pa-042__clar__101.97.wav	no	no	no	D-cap-model	I ja no podes fer el mateix que feies abans.	I ja no pots fer el mateix que faries abans.	i que no es faci el mateix que faig abans.
326	pa-045	clar	clips/pa-045__clar__399.85.wav	sí	no	sí	B-dos-models	amb la qual estava bastant clar, semblava bastant clar.	No ho he fet, no ho he fet, no ho he fet, no ho he fet, no ho he fet.	amb el qual estava... amb res.  Amb el qual estava bastant clar.  Semblava bastant clar.
