ordre_triple	rang	prioritat_triple	id_persona	forma	interval_escolta	clip	token_prob_min	small	base	greedy	forma_en_qa	consens_dos_asr	text_qa	text_greedy	justificacio	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
248	3	C-dos-models	pa-037	bueno	105.29-124.79	clips/pa-037__bueno__105.29.wav	0.6636	sí	no	sí	sí	sí	de la constituent, gairebé existim tothom. Jo, personalment, he passat tots els altres anys que no he pogut anar.  Però, bueno, aquesta és la mateixa RNA i torne bé, molt bé, molt bé, molt bé, torna a comentar coses,  del que ha de fer bé passat, però sobretot...	i que s'ha constituït.  Gailbé, existim tothom.  Jo, personalment, he passat tots els altres anys que no he pogut anar.  Però, bueno, aquí està el mateix, he bainat.  I torne bé.  Bona ambient, molt bona ambient.  Molt bona ambient.  Torna a comentar coses del que ha fet passat,  però sobretot...	dos models; requereix contrast auditiu	pendent					
249	3	C-dos-models	pa-021	bueno	12.25-16.87	clips/pa-021__bueno__12.25.wav	0.6500	sí	sí	no	sí	sí	i es va obligar, i, bueno, les hores, doncs,	i va ser el que va complir.	dos models; requereix contrast auditiu	pendent					
250	3	C-dos-models	pa-025	de fet	890.85-894.31	clips/pa-025__de-fet__890.85.wav	0.6469	sí	no	sí	sí	sí	que eren les llicències de fet o amb pares.	que eren les llicències de fet o en part.	dos models; requereix contrast auditiu	pendent					
251	3	C-dos-models	pa-045	bé	83.49-91.43	clips/pa-045__b__83.49.wav	0.6354	sí	no	sí	sí	sí	o bé el que considerem imprescindible i no deixa de ser innecessari.	o bé el que considerem imprescindible i no deixa de ser innecessari.	dos models; requereix contrast auditiu	pendent					
252	3	C-dos-models	pa-060	a veure	268.57-272.67	clips/pa-060__a-veure__268.57.wav	0.6349	sí	no	sí	sí	sí	d'un aspecte, eh?, a veure, i que les eleccions són del 92...	A veure, que les eleccions són de l'1.92.	dos models; requereix contrast auditiu	pendent					
253	3	C-dos-models	pa-013	és a dir	579.17-586.75	clips/pa-013__s-a-dir__579.17.wav	0.6284	sí	no	sí	sí	sí	torran. És a dir, l'arquitectura de granit es dona en un moment de reconversió gradual  del nostre país, que passa de ser...	d'urrana. És a dir, l'arquitectura de granit es dona en un moment de reconversió gradual  del nostre país, que passa de ser...	dos models; requereix contrast auditiu	pendent					
254	3	C-dos-models	pa-060	crec	42.05-50.19	clips/pa-060__crec__42.05.wav	0.6236	sí	no	sí	sí	sí	que es vegués. No depenia del Govern, el vam crear, crec que l'hem 84.	que no es vegués.  No depenia del govern el que vam crear, crec que l'hem 84.	dos models; requereix contrast auditiu	pendent					
255	3	C-dos-models	pa-061	a veure	579.17-583.39	clips/pa-061__a-veure__579.17.wav	0.6223	sí	sí	no	sí	sí	i això és el que ara començarem a veure.	i els llocs de la gent que es va fer.	dos models; requereix contrast auditiu	pendent					
256	3	C-dos-models	pa-012	perquè	369.25-374.75	clips/pa-012__perqu__369.25.wav	0.6158	sí	no	sí	sí	sí	perquè la gent es recordi d'aquestes eines.	perquè la gent es recordi d'aquestes eines.	dos models; requereix contrast auditiu	pendent					
257	3	C-dos-models	pa-053	perquè	113.93-120.79	clips/pa-053__perqu__113.93.wav	0.6129	sí	sí	no	sí	sí	d'aquí, no venia a guanyar alguna pèl·la, perquè volien desprotar la gent.	que no hi hagi una persona que no té cap problema.	dos models; requereix contrast auditiu	pendent					
258	3	C-dos-models	pa-062	bueno	297.17-302.03	clips/pa-062__bueno__297.17.wav	0.6062	sí	sí	no	sí	sí	"Diuen que és...  Bueno, hi ha una frase que diu ""El pot petit i la bona comfitada""."	i que no es pot fer res.	dos models; requereix contrast auditiu	pendent					
259	3	C-dos-models	pa-011	perquè	27.61-31.55	clips/pa-011__perqu__27.61.wav	0.6057	sí	no	sí	sí	sí	Escolte, perquè era de la família Escolte, que vol dir...	escoltar perquè era de la família escoltar que volia.	dos models; requereix contrast auditiu	pendent					
260	3	C-dos-models	pa-038	clar	96.41-101.31	clips/pa-038__clar__96.41.wav	0.6020	sí	sí	no	sí	sí	però la meva motivació, us ho dic clar, va ser...	però la meva motivació va ser...	dos models; requereix contrast auditiu	pendent					
261	3	C-dos-models	pa-007	doncs	59.25-66.75	clips/pa-007__doncs__59.25.wav	0.5996	sí	no	sí	sí	sí	Doncs si bé no és una paraula que estigui o apareixi molt a la nostra llengua nacional, prové del grec!	Doncs si bé no és una paraula que estigui o apareixi molt a la nostra llengua nacional, proveu el grec!	dos models; requereix contrast auditiu	pendent					
262	3	C-dos-models	pa-004	vull dir	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	0.5771	sí	sí	no	sí	sí	d'en Valirà, vull dir que eren llocs molt elevats, i també es podia conregar.	i també es podia conregar.	dos models; requereix contrast auditiu	pendent					
263	3	C-dos-models	pa-016	de fet	318.53-324.03	clips/pa-016__de-fet__318.53.wav	0.5592	sí	no	sí	sí	sí	no ens passarien, perquè de fet,  tant l'altra comissió que estava, que era la Comissió de Finances,	i no ens passarien perquè de fet,  la altra comissió que estava, que era la comissió de finances,	dos models; requereix contrast auditiu	pendent					
264	3	C-dos-models	pa-061	llavors	380.77-385.15	clips/pa-061__llavors__380.77.wav	0.5349	sí	no	sí	sí	sí	-Exacte.  -Bueno, llavors comença tot una agradació.	-Exacte.  -Bueno, llavors comença tot una agredació.	dos models; requereix contrast auditiu	pendent					
265	3	C-dos-models	pa-020	clar	89.81-94.31	clips/pa-020__clar__89.81.wav	0.5345	sí	sí	no	sí	sí	I quan vam entrar, el que sí que teníem,  clar que s'havia de fer la corte.	i que no hi hagi cap problema.	dos models; requereix contrast auditiu	pendent					
266	3	C-dos-models	pa-006	doncs	180.25-187.75	clips/pa-006__doncs__180.25.wav	0.5306	sí	no	sí	sí	sí	i la rota, doncs, passava per sobreborda i era accionada per l'aigua que circulava.	i la rota, doncs, passava per sobreborda i era accedir a l'aigua que circulava.	dos models; requereix contrast auditiu	pendent					
267	3	C-dos-models	pa-016	a veure	369.73-375.91	clips/pa-016__a-veure__369.73.wav	0.5117	sí	no	sí	sí	sí	I llavors a veure, tu quan saps que tens un termini per fer les coses, doncs...	I, a veure, tu quan saps que tens un termini per fer les coses, doncs...	dos models; requereix contrast auditiu	pendent					
268	3	C-dos-models	pa-036	doncs	367.25-376.75	clips/pa-036__doncs__367.25.wav	0.5064	sí	no	sí	sí	sí	"i dic ""opi, vols que ens trobem que ens parlen d'això i ens proposin això?""  Doncs nosaltres ja hem d'anar, hem de fer la Constitució."	i que ens trobem amb què ens parlen d'això i ens proposen això.  Doncs nosaltres ja hem d'anar, hem de fer la constitució  i tots els comparteixen.	dos models; requereix contrast auditiu	pendent					
269	3	C-dos-models	pa-017	és a dir	487.25-494.75	clips/pa-017__s-a-dir__487.25.wav	0.4956	sí	sí	no	sí	sí	és el quin perd, és a dir, que sempre hi ha aquesta incognita  i, evidentment, que teníem nosaltres, sí que ho havíem,  però el que n'havia d'estar...	i és el que hi hem perd.  Sempre hi ha aquesta incognita,  i evidentment que tenim nosaltres, sí que ho havíem,  però el que n'havia de ser...	dos models; requereix contrast auditiu	pendent					
270	3	C-dos-models	pa-034	reformeta	191.33-198.59	clips/pa-034__reformeta__191.33.wav	0.4659	sí	sí	no	sí	sí	que el país vol dir-ho necessitàvem.  Vull dir que estàveu fent de reformeta,	que el país volia necessitar.	dos models; requereix contrast auditiu	pendent					
271	3	C-dos-models	pa-033	clar	54.49-57.67	clips/pa-033__clar__54.49.wav	0.4406	sí	no	sí	sí	sí	Si veiem interès per què, clar,	i que es vegi un interès per què el clar	dos models; requereix contrast auditiu	pendent					
272	3	C-dos-models	pa-021	evidentment	211.41-215.75	clips/pa-021__evidentment__211.41.wav	0.4338	sí	no	sí	sí	sí	I ells evidentment em donaven el seu pare.	i ells evidentment em donaven el seu pare.	dos models; requereix contrast auditiu	pendent					
273	3	C-dos-models	pa-066	bé	10.13-15.71	clips/pa-066__b__10.13.wav	0.4289	sí	sí	no	sí	sí	el trànsit estava complicat.  I bé, venint de casa meva, que jo vivia...	i que el trànsit estigui complicat.	dos models; requereix contrast auditiu	pendent					
274	3	C-dos-models	pa-011	doncs	61.49-69.07	clips/pa-011__doncs__61.49.wav	0.4045	sí	no	sí	sí	sí	Escolti, què va passar, doncs que el 1435 l'Ereu de la Casa es va fer mitcari de l'Amassana.	Escolta, què va passar? Doncs que el 1435 l'Ereu de la Casa es va fer mitcari de la Massana.	dos models; requereix contrast auditiu	pendent					
275	3	C-dos-models	pa-016	vull dir	322.53-327.83	clips/pa-016__vull-dir__322.53.wav	0.4016	sí	no	sí	sí	sí	d'esqueles que van fer, les van passar, vull dir, que va ser així.	i els mesos de finances, algunes de les que van fer les van passar, vull dir, que va ser així.	dos models; requereix contrast auditiu	pendent					
276	3	C-dos-models	pa-027	diguem	57.77-63.27	clips/pa-027__diguem__57.77.wav	0.3965	sí	no	sí	sí	sí	permanent, diguem sovint que és llàstima que no haguéssim allargat el lloc de...	i permanent, diguem sovint que és l'àstima que no haguéssim allargat.	dos models; requereix contrast auditiu	pendent					
277	3	C-dos-models	pa-045	llavors	194.93-200.31	clips/pa-045__llavors__194.93.wav	0.3678	sí	no	sí	sí	sí	Allò.  Clar, llavors, el caçador recollitor que està en un lloc fos,  que és la cova...	Allò.  Clar, llavors, el caçador recollitor,  que està en un lloc fos, que és la Cobra,	dos models; requereix contrast auditiu	pendent					
278	3	C-dos-models	pa-021	és a dir	32.29-38.55	clips/pa-021__s-a-dir__32.29.wav	0.3647	sí	no	sí	sí	sí	d'en Durrana. És a dir, que el poble ens va a elegir per això.	i no en dorran.  És a dir, que el poble ens va a elegir per això.	dos models; requereix contrast auditiu	pendent					
279	3	C-dos-models	pa-030	és a dir	193.13-199.43	clips/pa-030__s-a-dir__193.13.wav	0.3545	sí	no	sí	sí	sí	i es van anar.  És a dir, aquí poc temps abans hi havia hagut una autodissolució.	i es van anar.  És a dir, aquí poc temps abans hi havia hagut una autodissolució.	dos models; requereix contrast auditiu	pendent					
280	3	C-dos-models	pa-057	diguem	929.81-935.31	clips/pa-057__diguem__929.81.wav	0.3385	sí	sí	no	sí	sí	però que no siguis un club, diguem-ho així.	però que no siguis un club, diríem així,	dos models; requereix contrast auditiu	pendent					
281	3	C-dos-models	pa-043	és a dir	107.25-111.75	clips/pa-043__s-a-dir__107.25.wav	0.3177	sí	no	sí	sí	sí	crec. És a dir, tots els alumnes que hem sigut repetits	crec, és a dir, tots els alumnes que hem sigut petits,	dos models; requereix contrast auditiu	pendent					
282	3	C-dos-models	pa-046	doncs	135.61-140.07	clips/pa-046__doncs__135.61.wav	0.2825	sí	sí	no	sí	sí	Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.	i que no hi hagi una altra.	dos models; requereix contrast auditiu	pendent					
283	3	C-dos-models	pa-010	perquè	196.65-201.55	clips/pa-010__perqu__196.65.wav	0.2814	sí	no	sí	sí	sí	perquè també poden ser el reflex de noms fixats a la llengua que encara es fa.	perquè també poden ser el reflex de noms fixats a la llengua que encara es fa.	dos models; requereix contrast auditiu	pendent					
284	3	C-dos-models	pa-022	perquè	111.69-115.67	clips/pa-022__perqu__111.69.wav	0.2534	sí	no	sí	sí	sí	perquè si no s'arriba a fer la Constitució i continuem...	perquè si no s'arriba a fer la Constitució i continuem...	dos models; requereix contrast auditiu	pendent					
285	3	C-dos-models	pa-006	perquè	110.25-117.75	clips/pa-006__perqu__110.25.wav	0.2439	sí	no	sí	sí	sí	I us aprofita la velocitat de l'aigua perquè les aletes que té total voltant de la roda, que no us veu ni aquí a la imatge.	i us aprofita la velocitat de l'aigua,  perquè les aletes que té tot el voltant de la roda,  que no us veu ni aquí al·liment,	dos models; requereix contrast auditiu	pendent					
286	3	C-dos-models	pa-043	bueno	0.00-3.75	clips/pa-043__bueno__0.00.wav	0.2337	sí	sí	no	sí	sí	Bueno, el 15 més 15 és una idea que venia de nada.	El 15 més 15 és una idea que venia de nada.	dos models; requereix contrast auditiu	pendent					
287	3	C-dos-models	pa-039	evidentment	184.17-188.67	clips/pa-039__evidentment__184.17.wav	0.2293	sí	no	sí	sí	sí	Evidentment, la siniciatura, claro.	Evidentment, la siniciatura, claro.	dos models; requereix contrast auditiu	pendent					
288	3	C-dos-models	pa-030	bueno	459.05-463.07	clips/pa-030__bueno__459.05.wav	0.2181	sí	sí	no	sí	sí	No entenc massa, però bueno, no seré jo qui la canvio.	No sé si ho entenc més o no, però no seré jo qui la canvio.	dos models; requereix contrast auditiu	pendent					
289	3	C-dos-models	pa-017	tirar endavant	49.85-56.15	clips/pa-017__tirar-endavant__49.85.wav	0.2057	sí	no	sí	sí	sí	i les decisions que em perpugui tirar endavant,  amb tot el que era la justícia, l'immigració.	i les decisions que em perpugui tirar endavant amb tot el que era la justícia,  l'immigració, tenia...	dos models; requereix contrast auditiu	pendent					
290	3	C-dos-models	pa-033	perquè	18.89-23.43	clips/pa-033__perqu__18.89.wav	0.2034	sí	no	sí	sí	sí	perquè recordeu que en aquella època els balles tenien una força...	perquè recordeu que en aquella època,  encara els valls tenien una força...	dos models; requereix contrast auditiu	pendent					
291	3	C-dos-models	pa-014	aviam	875.45-883.95	clips/pa-014__aviam__875.45.wav	0.1944	sí	no	sí	sí	sí	d'escoltar una cosa, es diu, escoteu, aviam.  Imagineu-vos que les merdes apareixen.  Què passa amb el contrapàs? Es deixarà de ballar.	i es pot fer una cosa, i van dir, escuteu, aviam,  imagineu-vos que les merdes apareixen.  Què passa amb el contrapàs? Es deixarà de ballar.	dos models; requereix contrast auditiu	pendent					
292	3	C-dos-models	pa-035	és a dir	582.29-589.75	clips/pa-035__s-a-dir__582.29.wav	0.1928	sí	no	sí	sí	sí	És a dir, fer un estat de dret modern amb la separació de poders.	És a dir, fer un estat de dret modern amb la separació de poderes.	dos models; requereix contrast auditiu	pendent					
293	3	C-dos-models	pa-023	perquè	29.09-34.79	clips/pa-023__perqu__29.09.wav	0.1482	sí	no	sí	sí	sí	perquè els coprínsecs, i sobretot els representants,	perquè els copríncets, sobretot els representants,	dos models; requereix contrast auditiu	pendent					
294	3	C-dos-models	pa-020	aviam	252.21-256.43	clips/pa-020__aviam__252.21.wav	0.1339	sí	sí	no	sí	sí	Això és el seu, i a bon resultat que clar, això era aviam, potser va a...	I a mi em sembla que és el que em sembla.	dos models; requereix contrast auditiu	pendent					
295	3	C-dos-models	pa-011	a veure	551.81-556.27	clips/pa-011__a-veure__551.81.wav	0.1111	sí	sí	no	sí	sí	acabo d'exposicions i activitats que tenen sempre a veure amb el patrimoni.	acabo d'exposicions i activitats que tenen sempre el veu de amb el patrimoni.	dos models; requereix contrast auditiu	pendent					
296	3	C-dos-models	pa-060	és a dir	207.33-213.63	clips/pa-060__s-a-dir__207.33.wav	0.1095	sí	no	sí	sí	sí	És a dir, que el que vam disfrutar molt va ser que hi va haver un ambient molt temps, però gràcies.	i va disfrutar.  És a dir, el que vam disfrutar molt va ser que hi va haver un ambient molt temps,  però gràcies.	dos models; requereix contrast auditiu	pendent					
297	3	C-dos-models	pa-038	o sigui	16.65-22.87	clips/pa-038__o-sigui__16.65.wav	0.1004	sí	no	sí	sí	sí	O sigui, en Dorre, malgrat ser un dels parlaments,	O sigui, en Dorre, malgrat ser un dels parlaments,	dos models; requereix contrast auditiu	pendent					
298	3	C-dos-models	pa-007	és a dir	684.25-687.75	clips/pa-007__s-a-dir__684.25.wav	0.0916	sí	no	sí	sí	sí	és a dir, canviar el nom de carrers,	és a dir, canviar el nom de carrers,	dos models; requereix contrast auditiu	pendent					
299	3	C-dos-models	pa-064	clar	109.97-115.87	clips/pa-064__clar__109.97.wav	0.0737	sí	sí	no	sí	sí	I clar, vostè, amb 97 anys, té molts records,	i que no es pot fer res.	dos models; requereix contrast auditiu	pendent					
300	3	C-dos-models	pa-048	és a dir	1130.61-1135.31	clips/pa-048__s-a-dir__1130.61.wav	0.0362	sí	no	sí	sí	sí	és a dir, ja no hi ha el diàleg, ja no hi ha la...	i que no hi ha una bogada, és a dir,  ja no hi ha el diàleg, ja no hi ha la...	dos models; requereix contrast auditiu	pendent					
301	3	C-dos-models	pa-066	evidentment	89.75-95.41	clips/pa-066__evidentment__89.75.wav	0.0340	sí	no	sí	sí	sí	evidentment tota la part del sota em va quedar absolutament inundat.	i ara, evidentment, tota la part del sota  em va quedar absolutament inundat.	dos models; requereix contrast auditiu	pendent					
