ordre	categoria	score_evidencia	id_persona	forma	interval_escolta	clip	transcripcio_qa	json_qa	token_coincidencia	token_intervals_absolute	token_prob_min	token_prob_mean	token_text	text_qa	consens_dos_asr	coincidencia_temporal_asr	forma_en_qa	conf_min_segment	conf_min_base_segment	veu_proporcio	rms_p50_db	f0_median_hz	f0_iqr_hz	centroid_median_hz	pausa_mediana_s	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
204	A-triple-consens	9	pa-043	bueno	0.00-3.75	clips/pa-043__bueno__0.00.wav	qa-clips/pa-043__bueno__0_00_3_75.txt	qa-clips-json/pa-043__bueno__0_00.json	sí	0.110-0.270	0.2337	0.2337	Bueno	Bueno, el 15 més 15 és una idea que venia de nada.	sí	sí	sí	0.045	0.058	0.6935	-27.54	223.01	75.90	1287.74	0.070	pendent					
205	A-triple-consens	9	pa-043	crec	102.25-108.75	clips/pa-043__crec__102.25.wav	qa-clips/pa-043__crec__102_25_108_75.txt	qa-clips-json/pa-043__crec__102_25.json	sí	107.350-107.440	0.9942	0.9942	crec	per mi l'escola andorrana és una identitat no, jo crec.	sí	sí	sí	0.307	0.060	0.5278	-34.41	217.96	146.91	1331.35	0.070	pendent					
206	A-triple-consens	9	pa-043	és a dir	107.25-111.75	clips/pa-043__s-a-dir__107.25.wav	qa-clips/pa-043__es-a-dir__107_25_111_75.txt	qa-clips-json/pa-043__s-a-dir__107_25.json	sí	108.250-108.580	0.3177	0.7684	És a dir	crec. És a dir, tots els alumnes que hem sigut repetits	sí	sí	sí	0.123	0.113	0.4509	-37.29	203.56	161.94	1471.95	0.080	pendent					
207	A-triple-consens	9	pa-045	a veure	340.93-345.91	clips/pa-045__a-veure__340.93.wav	qa-clips/pa-045__a-veure__340_93_345_91.txt	qa-clips-json/pa-045__a-veure__340_93.json	sí	345.020-345.090	0.9709	0.9821	a veure	No ho veiem perquè...  No ho veiem perquè per un luxe d'anar-ho a veure i per conservar-ho.	sí	sí	sí	0.069	0.011	0.6048	-30.84	303.18	110.24	951.19	0.080	pendent					
208	A-triple-consens	9	pa-045	bé	83.49-91.43	clips/pa-045__b__83.49.wav	qa-clips/pa-045__be__83_49_91_43.txt	qa-clips-json/pa-045__b__83_49.json	sí	83.580-83.850	0.6354	0.6354	bé	o bé el que considerem imprescindible i no deixa de ser innecessari.	sí	sí	sí	0.020	0.026	0.4444	-38.55	231.82	120.16	1229.31	0.060	pendent					
209	A-triple-consens	9	pa-045	clar	399.85-405.95	clips/pa-045__clar__399.85.wav	qa-clips/pa-045__clar__399_85_405_95.txt	qa-clips-json/pa-045__clar__399_85.json	sí	403.530-403.870;404.870-405.050	0.9012;0.9997	0.9012;0.9997	clar;clar	amb la qual estava bastant clar, semblava bastant clar.	sí	sí	sí	0.027	0.098	0.3257	-41.24	310.18	81.42	1552.50	0.160	pendent					
210	A-triple-consens	9	pa-045	evidentment	290.13-298.31	clips/pa-045__evidentment__290.13.wav	qa-clips/pa-045__evidentment__290_13_298_31.txt	qa-clips-json/pa-045__evidentment__290_13.json	sí	291.320-292.090	0.9812	0.9861	evidentment	que tenen senyor o, evidentment,  en una sèrie de condicions molt clares,  d'un nombre de persones.	sí	sí	sí	0.052	0.064	0.4828	-35.43	306.76	109.84	993.32	0.040	pendent					
211	A-triple-consens	9	pa-045	llavors	194.93-200.31	clips/pa-045__llavors__194.93.wav	qa-clips/pa-045__llavors__194_93_200_31.txt	qa-clips-json/pa-045__llavors__194_93.json	sí	196.300-196.640	0.3678	0.6832	llavors	Allò.  Clar, llavors, el caçador recollitor que està en un lloc fos,  que és la cova...	sí	sí	sí	0.032	0.084	0.5336	-33.25	186.52	159.64	1015.16	0.130	pendent					
212	A-triple-consens	9	pa-045	o sigui	226.17-233.31	clips/pa-045__o-sigui__226.17.wav	qa-clips/pa-045__o-sigui__226_17_233_31.txt	qa-clips-json/pa-045__o-sigui__226_17.json	sí	226.170-227.660	0.1907	0.5910	o sigui	o sigui, què et motiva de la teva professió?	sí	sí	sí	0.032	0.041	0.3427	-43.36	207.25	131.88	1524.87	0.100	pendent					
213	A-triple-consens	9	pa-046	bé	348.81-352.55	clips/pa-046__b__348.81.wav	qa-clips/pa-046__be__348_81_352_55.txt	qa-clips-json/pa-046__b__348_81.json	sí	351.130-351.370	0.8391	0.8391	bé	I volem avançar dins del camp, molt bé.	sí	sí	sí	0.053	0.095	0.3710	-40.27	250.30	75.44	1304.43	0.070	pendent					
214	A-triple-consens	9	pa-046	diguem	626.01-630.19	clips/pa-046__diguem__626.01.wav	qa-clips/pa-046__diguem__626_01_630_19.txt	qa-clips-json/pa-046__diguem__626_01.json	sí	628.260-628.500	0.6911	0.8329	diguem	A part de les patates o les tronfes, que diguem a Canillo.	sí	sí	sí	0.044	0.058	0.4808	-35.23	252.75	74.97	1162.86	0.080	pendent					
215	A-triple-consens	9	pa-046	doncs	135.61-140.07	clips/pa-046__doncs__135.61.wav	qa-clips/pa-046__doncs__135_61_140_07.txt	qa-clips-json/pa-046__doncs__135_61.json	sí	136.610-137.310	0.2825	0.6410	doncs	Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.	sí	sí	sí	0.034	0.093	0.6757	-31.89	216.65	72.62	889.17	0.040	pendent					
216	A-triple-consens	9	pa-048	a nivell	435.77-441.27	clips/pa-048__a-nivell__435.77.wav	qa-clips/pa-048__a-nivell__435_77_441_27.txt	qa-clips-json/pa-048__a-nivell__435_77.json	sí	439.290-439.510	0.8845	0.9399	a nivell	perquè, normalment, quan t'inviten a nivell oficial, t'inviten a tal...	sí	sí	sí	0.070	0.035	0.5438	-34.25	294.60	140.09	1162.66	0.080	pendent					
217	A-triple-consens	9	pa-048	a veure	393.93-397.03	clips/pa-048__a-veure__393.93.wav	qa-clips/pa-048__a-veure__393_93_397_03.txt	qa-clips-json/pa-048__a-veure__393_93.json	sí	393.930-394.480	0.0287	0.3197	A veure	A veure, vostè com es diu?	sí	sí	sí	0.086	0.076	0.3831	-38.89	191.91	90.93	1298.38	0.080	pendent					
218	A-triple-consens	9	pa-048	bé	495.73-502.83	clips/pa-048__b__495.73.wav	qa-clips/pa-048__be__495_73_502_83.txt	qa-clips-json/pa-048__b__495_73.json	sí	495.730-496.920	0.6658	0.8323	Bé	Bé, no que t'espai físicament, però que t'espai emblemàtic.	sí	sí	sí	0.090	0.288	0.3729	-40.77	170.15	137.36	1161.09	0.080	pendent					
219	A-triple-consens	9	pa-048	crec	110.97-117.27	clips/pa-048__crec__110.97.wav	qa-clips/pa-048__crec__110_97_117_27.txt	qa-clips-json/pa-048__crec__110_97.json	sí	113.550-114.090	0.9866	0.9866	crec	Si hi ha cel, jo no crec ni en l'infern, ni en el purgatori, ni en el cel.	sí	sí	sí	0.111	0.197	0.4745	-37.29	211.25	157.94	1442.66	0.100	pendent					
220	A-triple-consens	9	pa-048	llavors	1244.97-1248.95	clips/pa-048__llavors__1244.97.wav	qa-clips/pa-048__llavors__1244_97_1248_95.txt	qa-clips-json/pa-048__llavors__1244_97.json	sí	1244.970-1245.500	0.1077	0.5522	Llavors	Llavors, els catalans han volgut...	sí	sí	sí	0.031	0.019	0.3131	-46.57	220.63	122.68	1337.36	0.170	pendent					
221	A-triple-consens	9	pa-048	o sigui	581.65-585.99	clips/pa-048__o-sigui__581.65.wav	qa-clips/pa-048__o-sigui__581_65_585_99.txt	qa-clips-json/pa-048__o-sigui__581_65.json	sí	581.650-582.150	0.3651	0.6814	O sigui	O sigui que les identitats com les cultures	sí	sí	sí	0.102	0.119	0.4537	-37.85	196.61	89.53	1297.19	0.100	pendent					
222	A-triple-consens	9	pa-048	vull dir	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	qa-clips/pa-048__vull-dir__993_69_999_19.txt	qa-clips-json/pa-048__vull-dir__993_69.json	sí	993.690-994.420;996.840-997.850	0.0263;0.4736	0.6703;0.7221	Vull dir;vull dir	Vull dir que amb això, vull dir que vostè, a través...	sí	sí	sí	0.103	0.093	0.4197	-38.27	199.05	28.61	1528.27	0.120	pendent					
223	A-triple-consens	9	pa-048	és a dir	1130.61-1135.31	clips/pa-048__s-a-dir__1130.61.wav	qa-clips/pa-048__es-a-dir__1130_61_1135_31.txt	qa-clips-json/pa-048__s-a-dir__1130_61.json	sí	1130.610-1132.140	0.0362	0.6591	és a dir	és a dir, ja no hi ha el diàleg, ja no hi ha la...	sí	sí	sí	0.052	0.106	0.6239	-31.95	137.56	125.03	1100.53	0.240	pendent					
224	A-triple-consens	9	pa-049	a veure	244.85-252.03	clips/pa-049__a-veure__244.85.wav	qa-clips/pa-049__a-veure__244_85_252_03.txt	qa-clips-json/pa-049__a-veure__244_85.json	sí	248.110-248.400;250.750-251.080	0.0989;0.9962	0.3354;0.9964	a veure;a veure	i ara ja no ens ho pot dir.  Però van anar a veure l'amistat amb el meu pare.  El meu pare els va anar a veure després o així.	sí	sí	sí	0.083	0.080	0.7793	-28.10	182.02	111.08	1118.54	0.060	pendent					
225	A-triple-consens	9	pa-049	bueno	269.05-275.83	clips/pa-049__bueno__269.05.wav	qa-clips/pa-049__bueno__269_05_275_83.txt	qa-clips-json/pa-049__bueno__269_05.json	sí	274.610-274.840	0.8754	0.8754	Bueno	A vosaltres hi havia de més feia de... de més...  Sí, de més de descompte.  Bueno, de més de descompte...	sí	sí	sí	0.037	0.103	0.6864	-27.38	193.55	83.54	1446.33	0.060	pendent					
226	A-triple-consens	9	pa-049	clar	382.01-390.11	clips/pa-049__clar__382.01.wav	qa-clips/pa-049__clar__382_01_390_11.txt	qa-clips-json/pa-049__clar__382_01.json	sí	383.090-383.340	0.6076	0.6076	Clar	i el país.  Clar, però feia falta aquesta visió,  adelantar-se els aconteixements, vull dir.  Sí, també.	sí	sí	sí	0.070	0.069	0.5223	-34.08	207.03	117.81	1513.87	0.080	pendent					
227	A-triple-consens	9	pa-049	crec	371.85-383.51	clips/pa-049__crec__371.85.wav	qa-clips/pa-049__crec__371_85_383_51.txt	qa-clips-json/pa-049__crec__371_85.json	sí	374.870-375.230	0.9717	0.9717	crec	M'agradaria que no hi havia res.  Jo crec que en aquella època, pràcticament tot devia ser necessari,  per la falta, precisament, de tot el que hi havia aquí al país.	sí	sí	sí	0.078	0.055	0.6186	-29.98	252.50	78.61	1622.86	0.060	pendent					
228	A-triple-consens	9	pa-049	diguem	213.13-220.43	clips/pa-049__diguem__213.13.wav	qa-clips/pa-049__diguem__213_13_220_43.txt	qa-clips-json/pa-049__diguem__213_13.json	sí	219.090-219.370	0.6594	0.6876	Diguem	que no havia, avui dia, a Calarenya i al Cíndic General,  per fer una mica de publicitat d'endorra.  Diguem que endorra era un poble.	sí	sí	sí	0.070	0.075	0.6511	-31.34	262.24	79.95	1161.35	0.050	pendent					
229	A-triple-consens	9	pa-049	o sigui	365.21-373.35	clips/pa-049__o-sigui__365.21.wav	qa-clips/pa-049__o-sigui__365_21_373_35.txt	qa-clips-json/pa-049__o-sigui__365_21.json	sí	366.790-367.080	0.0641	0.5298	o sigui	I el servei de servei, o sigui, tot té creació de nou serveis.  I, a més, dels serveis que eren necessaris en aquell moment.	sí	sí	sí	0.060	0.055	0.7660	-26.99	199.21	48.94	1258.24	0.040	pendent					
230	A-triple-consens	9	pa-053	perquè	113.93-120.79	clips/pa-053__perqu__113.93.wav	qa-clips/pa-053__perque__113_93_120_79.txt	qa-clips-json/pa-053__perqu__113_93.json	sí	117.840-118.090	0.6129	0.6129	perquè	d'aquí, no venia a guanyar alguna pèl·la, perquè volien desprotar la gent.	sí	sí	sí	0.103	0.046	0.7251	-29.66	112.46	107.75	964.31	0.100	pendent					
231	A-triple-consens	9	pa-054	bueno	51.69-55.75	clips/pa-054__bueno__51.69.wav	qa-clips/pa-054__bueno__51_69_55_75.txt	qa-clips-json/pa-054__bueno__51_69.json	sí	52.480-52.610	0.8263	0.8263	bueno	I, bueno, era la primera fase.	sí	sí	sí	0.104	0.041	0.6139	-27.56	175.20	166.20	1192.88	0.070	pendent					
232	A-triple-consens	9	pa-054	perquè	80.45-85.43	clips/pa-054__perqu__80.45.wav	qa-clips/pa-054__perque__80_45_85_43.txt	qa-clips-json/pa-054__perqu__80_45.json	sí	83.170-83.790	0.7099	0.7099	perquè	i portant mai a la vida sabades, perquè ho veig.	sí	sí	sí	0.097	0.053	0.6089	-28.76	200.81	121.13	1339.75	0.060	pendent					
233	A-triple-consens	9	pa-055	a nivell	38.09-44.07	clips/pa-055__a-nivell__38.09.wav	qa-clips/pa-055__a-nivell__38_09_44_07.txt	qa-clips-json/pa-055__a-nivell__38_09.json	sí	38.450-39.280	0.8532	0.9241	a nivell	Però a nivell nacional, volia dir, per 89,	sí	sí	sí	0.075	0.040	0.4564	-41.54	272.57	46.78	1375.36	0.600	pendent					
234	A-triple-consens	9	pa-055	a veure	63.89-68.59	clips/pa-055__a-veure__63.89.wav	qa-clips/pa-055__a-veure__63_89_68_59.txt	qa-clips-json/pa-055__a-veure__63_89.json	sí	65.270-66.010	0.7076	0.8499	a veure	Sí, sí, a veure...	sí	sí	sí	0.023	0.032	0.1923	-50.42	268.58	60.60	2032.44	0.490	pendent					
235	A-triple-consens	9	pa-055	evidentment	1644.01-1651.31	clips/pa-055__evidentment__1644.01.wav	qa-clips/pa-055__evidentment__1644_01_1651_31.txt	qa-clips-json/pa-055__evidentment__1644_01.json	sí	1648.950-1649.160	0.4660	0.7323	evidentment	que dintre d'això hi havia punts essencials, evidentment,	sí	sí	sí	0.010	0.062	0.4890	-36.06	290.49	118.90	1488.53	0.100	pendent					
236	A-triple-consens	9	pa-055	perquè	148.53-153.11	clips/pa-055__perqu__148.53.wav	qa-clips/pa-055__perque__148_53_153_11.txt	qa-clips-json/pa-055__perqu__148_53.json	sí	150.910-151.060	0.8312	0.8312	perquè	Ja t'ho dic tot, perquè no em vull ascendre.	sí	sí	sí	0.014	0.100	0.3509	-42.68	279.10	107.93	2013.82	0.120	pendent					
237	A-triple-consens	9	pa-055	reformeta	139.05-145.83	clips/pa-055__reformeta__139.05.wav	qa-clips/pa-055__reformeta__139_05_145_83.txt	qa-clips-json/pa-055__reformeta__139_05.json	sí	141.900-142.850	0.9557	0.9651	reformeta	La diferència és que la reformeta tractava amb missatges.	sí	sí	sí	0.058	0.026	0.4201	-42.11	257.13	170.49	1885.34	0.100	pendent					
238	A-triple-consens	9	pa-056	a veure	673.21-676.71	clips/pa-056__a-veure__673.21.wav	qa-clips/pa-056__a-veure__673_21_676_71.txt	qa-clips-json/pa-056__a-veure__673_21.json	sí	673.210-673.610	0.1806	0.5841	A veure	A veure, aquí que el diu una cosa.	sí	sí	sí	0.062	0.155	0.4540	-36.25	152.41	125.46	1129.94	0.060	pendent					
239	A-triple-consens	9	pa-056	clar	62.45-66.87	clips/pa-056__clar__62.45.wav	qa-clips/pa-056__clar__62_45_66_87.txt	qa-clips-json/pa-056__clar__62_45.json	sí	63.720-64.190	0.9842	0.9842	clar	Jo tenia molt clar que s'havia de canviar la manera de fer.	sí	sí	sí	0.016	0.077	0.7364	-28.97	140.81	154.96	965.97	0.040	pendent					
240	A-triple-consens	9	pa-056	crec	347.05-353.03	clips/pa-056__crec__347.05.wav	qa-clips/pa-056__crec__347_05_353_03.txt	qa-clips-json/pa-056__crec__347_05.json	sí	348.320-348.830	0.9856	0.9856	crec	perquè jo crec que hi ha alguns que em donen una sensació	sí	sí	sí	0.042	0.042	0.4664	-40.15	273.02	141.35	1517.83	0.080	pendent					
241	A-triple-consens	9	pa-056	evidentment	43.45-48.59	clips/pa-056__evidentment__43.45.wav	qa-clips/pa-056__evidentment__43_45_48_59.txt	qa-clips-json/pa-056__evidentment__43_45.json	sí	44.760-45.430	0.8623	0.9302	evidentment	com estaven, doncs evidentment no era el nostre tarannà,  per almenys el meu.	sí	sí	sí	0.088	0.063	0.5430	-33.60	130.26	111.15	1115.88	0.070	pendent					
242	A-triple-consens	9	pa-056	perquè	31.73-35.07	clips/pa-056__perqu__31.73.wav	qa-clips/pa-056__perque__31_73_35_07.txt	qa-clips-json/pa-056__perqu__31_73.json	sí	32.450-32.880	0.4129	0.4129	perquè	els quadrenys perquè, lògicament,	sí	sí	sí	0.016	0.041	0.5422	-33.02	135.56	132.11	1121.89	0.040	pendent					
243	A-triple-consens	9	pa-056	tirar endavant	185.53-189.19	clips/pa-056__tirar-endavant__185.53.wav	qa-clips/pa-056__tirar-endavant__185_53_189_19.txt	qa-clips-json/pa-056__tirar-endavant__185_53.json	sí	187.150-188.050	0.9073	0.9666	tirar endavant	i estem d'acord? Doncs vam tirar endavant.	sí	sí	sí	0.040	0.062	0.4890	-35.33	110.03	18.35	982.34	0.090	pendent					
244	A-triple-consens	9	pa-056	vull dir	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	qa-clips/pa-056__vull-dir__842_65_848_07.txt	qa-clips-json/pa-056__vull-dir__842_65.json	sí	843.300-844.210	0.9342	0.9595	vull dir	Bé, vull dir també, perquè cal recordar-ho.	sí	sí	sí	0.156	0.078	0.3630	-49.39	135.25	143.38	1532.71	0.090	pendent					
245	A-triple-consens	9	pa-057	diguem	929.81-935.31	clips/pa-057__diguem__929.81.wav	qa-clips/pa-057__diguem__929_81_935_31.txt	qa-clips-json/pa-057__diguem__929_81.json	sí	934.040-934.270	0.3385	0.6308	diguem	però que no siguis un club, diguem-ho així.	sí	sí	sí	0.254	0.183	0.4380	-40.79	226.75	161.10	1962.97	0.100	pendent					
246	A-triple-consens	9	pa-057	llavors	42.85-47.99	clips/pa-057__llavors__42.85.wav	qa-clips/pa-057__llavors__42_85_47_99.txt	qa-clips-json/pa-057__llavors__42_85.json	sí	42.960-43.720	0.3304	0.6592	llavors	I llavors això planava molt sobre, sense que es digués, molt.	sí	sí	sí	0.023	0.118	0.6875	-29.66	248.21	202.66	979.06	0.040	pendent					
247	A-triple-consens	9	pa-057	perquè	249.45-254.11	clips/pa-057__perqu__249.45.wav	qa-clips/pa-057__perque__249_45_254_11.txt	qa-clips-json/pa-057__perqu__249_45.json	sí	250.210-250.590	0.9119	0.9119	perquè	molt poc temps, perquè tot això es va fer al tomb de 8 mesos, o sigui.	sí	sí	sí	0.035	0.029	0.2414	-40.38	119.06	181.14	1584.57	0.130	pendent					
248	A-triple-consens	9	pa-058	a nivell	188.37-191.87	clips/pa-058__a-nivell__188.37.wav	qa-clips/pa-058__a-nivell__188_37_191_87.txt	qa-clips-json/pa-058__a-nivell__188_37.json	no					Quan se vol, a nivells de programes polítics,	sí	sí	sí	0.050	0.100	0.6954	-26.95	265.22	31.34	812.34	0.060	pendent					
249	A-triple-consens	9	pa-058	diguem	715.21-718.91	clips/pa-058__diguem__715.21.wav	qa-clips/pa-058__diguem__715_21_718_91.txt	qa-clips-json/pa-058__diguem__715_21.json	sí	717.930-718.120	0.7829	0.8684	diguem	per nosaltres, que se ens van apropant, diguem, per vosaltres.	sí	sí	sí	0.062	0.081	0.6359	-28.96	278.45	96.73	931.43	0.050	pendent					
250	A-triple-consens	9	pa-058	perquè	91.09-96.47	clips/pa-058__perqu__91.09.wav	qa-clips/pa-058__perque__91_09_96_47.txt	qa-clips-json/pa-058__perqu__91_09.json	sí	92.100-92.720	0.9674	0.9674	perquè	i resòria, perquè no podíem acabar mai de decidir que una cosa...	sí	sí	sí	0.025	0.011	0.5970	-30.74	263.29	52.72	870.10	0.080	pendent					
251	A-triple-consens	9	pa-058	vull dir	975.13-979.55	clips/pa-058__vull-dir__975.13.wav	qa-clips/pa-058__vull-dir__975_13_979_55.txt	qa-clips-json/pa-058__vull-dir__975_13.json	sí	977.370-977.930	0.7520	0.8608	vull dir	i demitots que gràcies a Déu que vull dir a l'Adri.	sí	sí	sí	0.125	0.136	0.6318	-28.69	261.73	91.29	880.64	0.080	pendent					
252	A-triple-consens	9	pa-058	és a dir	74.41-79.87	clips/pa-058__s-a-dir__74.41.wav	qa-clips/pa-058__es-a-dir__74_41_79_87.txt	qa-clips-json/pa-058__s-a-dir__74_41.json	sí	75.500-76.070	0.9532	0.9776	És a dir	sin enviure.  És a dir, que nosaltres podíem dins que volíem ser com un pa...	sí	sí	sí	0.040	0.090	0.6434	-29.49	264.22	44.11	910.98	0.100	pendent					
253	A-triple-consens	9	pa-059	a nivell	142.93-150.35	clips/pa-059__a-nivell__142.93.wav	qa-clips/pa-059__a-nivell__142_93_150_35.txt	qa-clips-json/pa-059__a-nivell__142_93.json	sí	146.530-146.770	0.6888	0.8815	a nivell	Jo penso que totes les parts implicades a nivell de totes les parròquies,	sí	sí	sí	0.045	0.102	0.5378	-33.14	254.32	119.94	1184.74	0.080	pendent					
254	A-triple-consens	9	pa-059	clar	36.61-42.23	clips/pa-059__clar__36.61.wav	qa-clips/pa-059__clar__36_61_42_23.txt	qa-clips-json/pa-059__clar__36_61.json	sí	38.460-38.660	0.9810	0.9810	clar	és on els primers.  Nosaltres teníem clar que havíem de fer el pas.	sí	sí	sí	0.045	0.038	0.5714	-31.47	221.17	121.41	983.85	0.080	pendent					
255	A-triple-consens	9	pa-059	perquè	4.09-12.43	clips/pa-059__perqu__4.09.wav	qa-clips/pa-059__perque__4_09_12_43.txt	qa-clips-json/pa-059__perqu__4_09.json	sí	6.410-6.730	0.6817	0.6817	perquè	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	sí	sí	sí	0.040	0.152	0.4543	-36.54	179.83	128.64	1212.56	0.100	pendent					
256	A-triple-consens	9	pa-059	tirar endavant	49.77-54.87	clips/pa-059__tirar-endavant__49.77.wav	qa-clips/pa-059__tirar-endavant__49_77_54_87.txt	qa-clips-json/pa-059__tirar-endavant__49_77.json	sí	52.040-52.570	0.7573	0.9093	tirar endavant	per fer les decisions com per poder tirar endavant amb tot el que era la justícia,	sí	sí	sí	0.137	0.233	0.5630	-32.86	226.38	146.70	947.27	0.100	pendent					
257	A-triple-consens	9	pa-059	vull dir	271.81-279.35	clips/pa-059__vull-dir__271.81.wav	qa-clips/pa-059__vull-dir__271_81_279_35.txt	qa-clips-json/pa-059__vull-dir__271_81.json	sí	271.810-272.720	0.6171	0.8716	Vull dir	Vull dir, nosaltres entraiem amb una proporcional nacional.	sí	sí	sí	0.054	0.097	0.5691	-30.76	238.40	118.54	1028.50	0.120	pendent					
258	A-triple-consens	9	pa-059	és a dir	487.81-491.67	clips/pa-059__s-a-dir__487.81.wav	qa-clips/pa-059__es-a-dir__487_81_491_67.txt	qa-clips-json/pa-059__s-a-dir__487_81.json	sí	487.810-488.370	0.3117	0.7594	És a dir	És a dir, que sempre hi ha aquesta incognita i, evidentment,	sí	sí	sí	0.271	0.091	0.5417	-33.31	204.12	136.60	1060.02	0.080	pendent					
259	A-triple-consens	9	pa-060	a veure	268.57-272.67	clips/pa-060__a-veure__268.57.wav	qa-clips/pa-060__a-veure__268_57_272_67.txt	qa-clips-json/pa-060__a-veure__268_57.json	sí	270.570-270.730	0.6349	0.8080	a veure	d'un aspecte, eh?, a veure, i que les eleccions són del 92...	sí	sí	sí	0.052	0.032	0.5049	-34.87	126.53	19.38	1124.94	0.120	pendent					
260	A-triple-consens	9	pa-060	crec	42.05-50.19	clips/pa-060__crec__42.05.wav	qa-clips/pa-060__crec__42_05_50_19.txt	qa-clips-json/pa-060__crec__42_05.json	sí	48.180-48.370	0.6236	0.6236	crec	que es vegués. No depenia del Govern, el vam crear, crec que l'hem 84.	sí	sí	sí	0.070	0.097	0.6281	-29.80	142.17	136.74	894.41	0.060	pendent					
261	A-triple-consens	9	pa-060	de fet	72.57-78.35	clips/pa-060__de-fet__72.57.wav	qa-clips/pa-060__de-fet__72_57_78_35.txt	qa-clips-json/pa-060__de-fet__72_57.json	sí	77.270-77.410	0.8385	0.9172	de fet	dos legislatures que van ocupar 4 anys, de fet.	sí	sí	sí	0.114	0.143	0.6632	-28.94	149.14	135.36	1033.60	0.050	pendent					
